,ticker,open,high,low,close,volume,timestamp
107,ULTA,256.86,258.18,249.74,252.08,1188951.0,2020-06-05
108,ULTA,255.91,256.79,250.44,254.57,1018272.0,2020-06-08
109,ULTA,248.44,249.0,244.1844,244.68,724488.0,2020-06-09
110,ULTA,245.67,246.84,236.47,238.41,1043474.0,2020-06-10
111,ULTA,225.28,230.78,223.0597,225.88,1408688.0,2020-06-11
112,ULTA,232.4,236.31,222.58,226.63,1001016.0,2020-06-12
113,ULTA,218.71,225.8,214.5,225.49,1052226.0,2020-06-15
114,ULTA,235.0,236.16,225.0,225.9,1208365.0,2020-06-16
115,ULTA,226.87,229.84,222.4196,223.65,1235412.0,2020-06-17
116,ULTA,221.57,224.09,217.51,218.97,1071310.0,2020-06-18
117,ULTA,227.62,229.3,208.51,212.19,2438460.0,2020-06-19
118,ULTA,214.0,214.11,205.08,205.49,1770548.0,2020-06-22
119,ULTA,208.24,209.7728,205.69,206.7,1624946.0,2020-06-23
120,ULTA,205.0,206.43,194.12,200.0,2011037.0,2020-06-24
121,ULTA,198.33,198.8,191.66,194.2,2081171.0,2020-06-25
122,ULTA,193.63,193.96,188.9,189.99,2182363.0,2020-06-26
123,ULTA,191.0,200.33,186.01,198.63,1967109.0,2020-06-29
124,ULTA,198.5,204.15,196.1,203.42,1460989.0,2020-06-30
125,ULTA,202.62,209.8476,200.83,203.57,1223282.0,2020-07-01
126,ULTA,207.84,208.43,202.1,203.59,789556.0,2020-07-02
127,ULTA,207.15,209.43,204.33,209.0,985693.0,2020-07-06
128,ULTA,205.61,206.83,201.1888,202.93,975048.0,2020-07-07
129,ULTA,202.3,204.43,199.3,202.02,999841.0,2020-07-08
130,ULTA,201.95,202.135,191.09,192.3,1257588.0,2020-07-09
131,ULTA,193.13,196.53,191.84,195.99,1641540.0,2020-07-10
132,ULTA,197.88,199.355,192.4601,192.71,1236831.0,2020-07-13
133,ULTA,191.8,193.335,186.975,191.94,1410696.0,2020-07-14
134,ULTA,199.05,205.24,197.75,203.81,1331331.0,2020-07-15
135,ULTA,200.38,203.83,200.37,203.18,830471.0,2020-07-16
136,ULTA,203.07,206.5,201.9,203.0,734126.0,2020-07-17
137,ULTA,202.13,202.395,196.0,200.06,742634.0,2020-07-20
138,ULTA,198.0,207.85,196.25,201.96,1273903.0,2020-07-21
139,ULTA,201.43,206.07,200.59,205.44,749732.0,2020-07-22
140,ULTA,204.62,209.17,203.12,205.64,945010.0,2020-07-23
141,ULTA,204.49,206.32,202.452,203.71,645898.0,2020-07-24
142,ULTA,202.25,202.54,195.77,198.84,1253686.0,2020-07-27
143,ULTA,198.75,202.16,197.18,197.56,595130.0,2020-07-28
144,ULTA,198.91,205.495,198.53,203.02,720255.0,2020-07-29
145,ULTA,200.26,200.7693,196.21,198.61,938558.0,2020-07-30
146,ULTA,198.525,199.27,190.84,192.99,1307308.0,2020-07-31
147,ULTA,193.14,193.685,188.1793,191.29,1238959.0,2020-08-03
148,ULTA,191.58,199.11,191.29,198.49,1099395.0,2020-08-04
149,ULTA,199.88,203.3,198.11,201.96,913527.0,2020-08-05
150,ULTA,200.85,206.595,200.85,204.01,816788.0,2020-08-06
151,ULTA,204.0,204.37,201.41,203.88,564633.0,2020-08-07
152,ULTA,205.36,220.45,205.02,219.12,1666029.0,2020-08-10
153,ULTA,221.93,226.3574,214.67,216.19,1149049.0,2020-08-11
154,ULTA,217.84,218.72,212.33,217.78,584418.0,2020-08-12
155,ULTA,215.53,223.11,215.53,222.42,739515.0,2020-08-13
156,ULTA,222.52,226.59,219.1301,225.42,734563.0,2020-08-14
157,ULTA,226.43,229.0,220.44,224.08,701226.0,2020-08-17
158,ULTA,222.87,223.582,215.79,216.24,927125.0,2020-08-18
159,ULTA,215.24,218.37,212.165,213.36,846095.0,2020-08-19
160,ULTA,208.5,210.01,203.9,205.4,1344764.0,2020-08-20
161,ULTA,204.39,215.2,203.99,214.0,1456727.0,2020-08-21
162,ULTA,214.94,222.5,210.48,222.5,1195387.0,2020-08-24
163,ULTA,223.27,224.0,217.5,219.78,870251.0,2020-08-25
164,ULTA,219.02,223.49,216.06,220.76,1023341.0,2020-08-26
165,ULTA,222.49,226.14,219.61,223.95,2733018.0,2020-08-27
166,ULTA,253.95,256.6,234.55,237.02,6579309.0,2020-08-28
167,ULTA,235.2,237.7,230.8,232.18,1307557.0,2020-08-31
168,ULTA,230.53,233.1,227.8201,232.88,1111823.0,2020-09-01
169,ULTA,233.61,238.14,230.0,237.66,904207.0,2020-09-02
170,ULTA,237.98,242.58,234.73,238.04,973386.0,2020-09-03
171,ULTA,239.33,244.0,236.23,240.51,1142536.0,2020-09-04
172,ULTA,234.17,239.7216,233.025,233.25,976477.0,2020-09-08
173,ULTA,233.72,237.13,232.2,235.4,990310.0,2020-09-09
174,ULTA,239.2714,242.9,231.591,232.1,897854.0,2020-09-10
175,ULTA,233.43,233.97,223.395,228.9,867643.0,2020-09-11
176,ULTA,230.995,234.63,230.19,234.14,796893.0,2020-09-14
177,ULTA,236.11,241.23,235.86,237.32,745614.0,2020-09-15
178,ULTA,238.72,244.0,233.2499,239.94,1012664.0,2020-09-16
179,ULTA,235.92,238.895,232.51,234.73,803371.0,2020-09-17
180,ULTA,236.74,238.63,230.07,231.74,982533.0,2020-09-18
181,ULTA,226.79,227.08,220.53,225.88,900649.0,2020-09-21
182,ULTA,227.2,230.5,222.1,223.96,702322.0,2020-09-22
183,ULTA,224.15,228.14,216.18,217.04,810663.0,2020-09-23
184,ULTA,215.85,221.87,212.06,215.59,758338.0,2020-09-24
185,ULTA,215.0,218.28,212.33,216.83,692705.0,2020-09-25
186,ULTA,221.69,227.93,219.07,225.74,765749.0,2020-09-28
187,ULTA,224.96,225.925,218.48,222.88,675530.0,2020-09-29
188,ULTA,223.43,229.13,222.16,223.98,751295.0,2020-09-30
189,ULTA,226.96,229.51,224.54,228.63,704186.0,2020-10-01
190,ULTA,223.94,230.98,222.975,228.68,940798.0,2020-10-02
191,ULTA,230.48,234.71,227.71,233.78,772788.0,2020-10-05
192,ULTA,234.95,235.92,225.02,225.58,893479.0,2020-10-06
193,ULTA,229.1705,232.32,226.49,229.49,907257.0,2020-10-07
194,ULTA,232.56,238.2704,231.67,237.42,668275.0,2020-10-08
195,ULTA,239.34,240.64,232.78,233.55,695983.0,2020-10-09
196,ULTA,235.45,242.78,234.06,237.9,921734.0,2020-10-12
197,ULTA,237.65,241.45,235.42,238.4,585123.0,2020-10-13
198,ULTA,239.99,244.13,238.42,239.67,518755.0,2020-10-14
199,ULTA,235.7,239.99,234.1701,238.94,490276.0,2020-10-15
200,ULTA,240.59,243.365,237.16,242.0,630499.0,2020-10-16
201,ULTA,243.0,245.6878,234.56,235.45,757248.0,2020-10-19
202,ULTA,237.09,237.92,231.695,232.73,679858.0,2020-10-20
203,ULTA,233.14,235.16,228.51,232.85,633502.0,2020-10-21
204,ULTA,233.87,236.04,227.74,236.0,653545.0,2020-10-22
205,ULTA,236.59,236.59,231.34,235.11,627958.0,2020-10-23
206,ULTA,231.32,231.8,214.9,220.97,1399107.0,2020-10-26
207,ULTA,220.1,221.635,213.19,213.38,822834.0,2020-10-27
208,ULTA,209.95,209.95,200.5,201.43,1456391.0,2020-10-28
209,ULTA,201.32,208.24,201.0,205.62,834071.0,2020-10-29
210,ULTA,203.85,207.8898,201.11,206.77,905207.0,2020-10-30
211,ULTA,209.0,211.44,206.8001,210.78,961321.0,2020-11-02
212,ULTA,213.82,218.85,212.47,217.53,898160.0,2020-11-03
213,ULTA,217.52,222.5099,216.5,217.32,711668.0,2020-11-04
214,ULTA,221.23,222.5,213.7,214.26,876185.0,2020-11-05
215,ULTA,214.99,216.07,210.01,215.02,661682.0,2020-11-06
216,ULTA,239.49,276.05,239.3,247.2,3557862.0,2020-11-09
217,ULTA,262.61,273.69,257.87,265.49,3573820.0,2020-11-10
218,ULTA,264.52,264.52,251.7,255.42,1394579.0,2020-11-11
219,ULTA,255.6,258.0,245.62,248.08,1057065.0,2020-11-12
220,ULTA,250.92,263.78,249.18,262.35,1430460.0,2020-11-13
221,ULTA,270.0,276.91,262.61,275.29,1226250.0,2020-11-16
222,ULTA,272.5292,278.825,266.7,276.2,1045891.0,2020-11-17
223,ULTA,276.15,287.2399,274.08,274.21,1138038.0,2020-11-18
224,ULTA,272.08,277.77,268.7411,274.86,746717.0,2020-11-19
225,ULTA,271.09,278.03,271.09,273.65,680445.0,2020-11-20
226,ULTA,275.69,284.34,273.78,282.87,1008396.0,2020-11-23
227,ULTA,280.5,287.03,279.55,284.71,1000999.0,2020-11-24
228,ULTA,279.68,280.87,272.73,279.54,814219.0,2020-11-25
229,ULTA,281.26,284.27,277.6422,281.29,579192.0,2020-11-27
230,ULTA,282.65,283.97,274.56,275.4,1577824.0,2020-11-30
231,ULTA,273.84,281.1,270.74,279.53,992024.0,2020-12-01
232,ULTA,276.02,283.0,273.0,282.0,1005838.0,2020-12-02
233,ULTA,283.95,293.52,282.44,289.53,2042317.0,2020-12-03
234,ULTA,280.25,289.9,276.5601,279.54,2707412.0,2020-12-04
235,ULTA,278.1,278.17,269.64,273.26,1272029.0,2020-12-07
236,ULTA,270.57,273.91,267.67,272.0,961206.0,2020-12-08
237,ULTA,271.75,277.04,270.24,275.66,921369.0,2020-12-09
238,ULTA,274.0,274.81,271.085,272.13,563099.0,2020-12-10
239,ULTA,269.96,269.96,263.17,265.39,1053908.0,2020-12-11
240,ULTA,269.085,272.0,265.08,265.79,795655.0,2020-12-14
241,ULTA,268.7,268.93,261.43,267.55,563767.0,2020-12-15
242,ULTA,268.44,271.37,265.75,269.92,776245.0,2020-12-16
243,ULTA,271.0,273.65,268.19,272.78,755668.0,2020-12-17
244,ULTA,272.01,273.69,266.565,268.43,2629472.0,2020-12-18
245,ULTA,260.78,269.37,258.0,268.14,756402.0,2020-12-21
246,ULTA,268.11,269.655,262.86,265.09,587244.0,2020-12-22
247,ULTA,267.75,272.5329,267.405,268.46,578568.0,2020-12-23
248,ULTA,267.33,268.39,263.93,264.64,271069.0,2020-12-24
249,ULTA,266.61,279.43,265.05,278.17,1039469.0,2020-12-28
250,ULTA,279.9,282.42,275.21,277.34,593321.0,2020-12-29
251,ULTA,276.19,284.84,276.19,282.98,778875.0,2020-12-30
252,ULTA,282.55,288.0,279.8295,287.16,631962.0,2020-12-31
253,ULTA,287.16,289.65,280.09,282.47,1010004.0,2021-01-04
254,ULTA,282.0,284.5705,277.85,280.36,754394.0,2021-01-05
255,ULTA,282.64,292.6,281.0,291.19,770737.0,2021-01-06
256,ULTA,292.58,295.63,289.0,292.42,686195.0,2021-01-07
257,ULTA,292.74,297.59,290.725,294.26,692527.0,2021-01-08
258,ULTA,290.36,294.74,288.185,290.18,606245.0,2021-01-11
259,ULTA,291.38,294.82,288.96,294.22,550126.0,2021-01-12
260,ULTA,294.4,295.05,292.2,294.01,499744.0,2021-01-13
261,ULTA,296.62,305.2,294.7938,301.79,792121.0,2021-01-14
262,ULTA,300.16,305.95,298.51,301.85,1110140.0,2021-01-15
263,ULTA,305.01,310.4875,291.194,293.17,874148.0,2021-01-19
264,ULTA,294.65,296.855,290.7,295.4,634594.0,2021-01-20
265,ULTA,293.92,305.6999,293.5,300.24,662834.0,2021-01-21
266,ULTA,299.08,308.06,298.09,299.92,595295.0,2021-01-22
267,ULTA,299.54,303.5405,293.74,295.74,723445.0,2021-01-25
268,ULTA,297.66,297.9,290.8747,295.72,548842.0,2021-01-26
269,ULTA,286.41,291.3621,281.28,287.44,702549.0,2021-01-27
270,ULTA,290.38,295.0,288.8047,290.82,532322.0,2021-01-28
271,ULTA,290.1,291.01,279.5,279.76,708438.0,2021-01-29
272,ULTA,282.03,283.17,276.0,282.21,698970.0,2021-02-01
273,ULTA,284.21,291.0,284.21,287.15,609548.0,2021-02-02
274,ULTA,287.83,294.72,287.76,288.98,444973.0,2021-02-03
275,ULTA,289.73,295.85,289.73,295.59,289837.0,2021-02-04
276,ULTA,297.9,303.37,297.0,302.03,672629.0,2021-02-05
277,ULTA,302.69,316.21,301.56,315.95,732051.0,2021-02-08
278,ULTA,314.59,320.68,314.59,319.08,513500.0,2021-02-09
279,ULTA,318.27,320.92,312.1163,315.7,566551.0,2021-02-10
280,ULTA,315.65,322.11,314.7,320.85,431097.0,2021-02-11
281,ULTA,320.11,321.23,317.5,319.88,278734.0,2021-02-12
282,ULTA,319.82,330.89,317.5,327.77,892900.0,2021-02-16
283,ULTA,328.88,329.7699,322.23,324.55,417760.0,2021-02-17
284,ULTA,321.79,322.215,316.33,318.97,530457.0,2021-02-18
285,ULTA,320.117,325.1,319.56,321.79,406224.0,2021-02-19
286,ULTA,314.025,335.13,314.025,327.91,534388.0,2021-02-22
287,ULTA,327.09,331.29,318.13,328.06,561656.0,2021-02-23
288,ULTA,326.05,336.29,324.94,334.08,583034.0,2021-02-24
289,ULTA,337.22,338.26,327.46,327.68,727938.0,2021-02-25
290,ULTA,329.32,332.27,320.74,322.33,736097.0,2021-02-26
291,ULTA,326.77,340.15,326.77,337.42,791691.0,2021-03-01
292,ULTA,338.865,341.5,335.0,336.82,757655.0,2021-03-02
293,ULTA,337.4,343.1721,334.23,334.39,690903.0,2021-03-03
294,ULTA,333.52,333.875,317.2,324.4,904148.0,2021-03-04
295,ULTA,330.0,335.06,319.2401,333.37,1061393.0,2021-03-05
296,ULTA,341.85,349.2098,335.41,345.77,1137822.0,2021-03-08
297,ULTA,349.61,349.61,338.74,339.05,715751.0,2021-03-09
298,ULTA,340.71,343.98,338.43,343.14,729873.0,2021-03-10
299,ULTA,343.0,351.0,341.29,347.5,1548210.0,2021-03-11
300,ULTA,317.395,325.6,306.06,318.15,5235640.0,2021-03-12
301,ULTA,318.38,322.88,313.36,322.49,1200622.0,2021-03-15
302,ULTA,320.18,320.18,308.69,312.26,1569135.0,2021-03-16
303,ULTA,313.45,320.41,312.36,319.0,1162761.0,2021-03-17
304,ULTA,319.5,326.8,313.8,319.23,830017.0,2021-03-18
305,ULTA,319.41,324.61,317.605,321.84,992117.0,2021-03-19
306,ULTA,320.0,321.03,313.2,315.09,671475.0,2021-03-22
307,ULTA,313.5,314.23,308.26,309.53,924345.0,2021-03-23
308,ULTA,310.96,313.97,300.85,301.0,803802.0,2021-03-24
309,ULTA,299.01,309.381,297.29,306.59,1167111.0,2021-03-25
310,ULTA,309.0,309.38,300.0,303.0,1099306.0,2021-03-26
311,ULTA,301.5,308.43,301.44,306.18,1118438.0,2021-03-29
312,ULTA,305.93,312.46,305.29,308.0,846603.0,2021-03-30
313,ULTA,306.51,313.655,304.337,309.17,731164.0,2021-03-31
314,ULTA,311.43,315.02,307.79,313.62,704010.0,2021-04-01
315,ULTA,316.11,321.0,313.1319,319.77,906844.0,2021-04-05
316,ULTA,320.0,323.815,315.23,315.47,655283.0,2021-04-06
317,ULTA,314.61,319.655,314.61,316.11,548101.0,2021-04-07
318,ULTA,318.29,322.7,318.25,320.03,794421.0,2021-04-08
319,ULTA,321.28,322.72,318.8,322.22,663018.0,2021-04-09
320,ULTA,322.97,328.5373,322.01,327.79,814349.0,2021-04-12
321,ULTA,327.19,332.73,320.53,332.07,818219.0,2021-04-13
322,ULTA,334.98,340.265,328.42,329.05,846792.0,2021-04-14
323,ULTA,330.24,331.8099,325.89,326.32,571417.0,2021-04-15
324,ULTA,329.06,332.15,326.67,330.71,594212.0,2021-04-16
325,ULTA,330.24,330.565,325.96,328.26,480496.0,2021-04-19
326,ULTA,324.99,327.83,313.175,316.94,893492.0,2021-04-20
327,ULTA,316.89,323.7,316.29,322.63,543858.0,2021-04-21
328,ULTA,324.75,328.33,320.8888,323.81,574644.0,2021-04-22
329,ULTA,324.37,329.79,323.39,328.44,463675.0,2021-04-23
330,ULTA,331.09,333.9,325.37,328.29,553175.0,2021-04-26
331,ULTA,329.96,331.61,328.01,329.15,434649.0,2021-04-27
332,ULTA,329.88,330.99,326.37,326.86,307758.0,2021-04-28
333,ULTA,329.65,331.29,326.42,328.9,425440.0,2021-04-29
334,ULTA,327.93,333.86,326.39,329.35,391710.0,2021-04-30
335,ULTA,330.4,334.41,323.99,324.28,719482.0,2021-05-03
336,ULTA,322.22,322.91,314.73,320.81,703410.0,2021-05-04
337,ULTA,323.92,324.31,317.56,318.94,461038.0,2021-05-05
338,ULTA,319.18,321.53,315.12,316.96,563322.0,2021-05-06
339,ULTA,316.59,323.6099,316.255,322.74,781795.0,2021-05-07
340,ULTA,322.54,330.79,321.93,322.34,718950.0,2021-05-10
341,ULTA,316.46,317.74,306.09,312.3,1227095.0,2021-05-11
342,ULTA,309.86,313.5,299.7727,302.26,798530.0,2021-05-12
343,ULTA,304.4,313.9099,304.4,311.66,740436.0,2021-05-13
344,ULTA,312.24,324.99,312.24,324.28,821276.0,2021-05-14
345,ULTA,327.99,330.89,324.11,329.81,767365.0,2021-05-17
346,ULTA,330.35,333.1613,326.63,326.88,587988.0,2021-05-18
347,ULTA,322.58,324.36,315.74,319.33,601984.0,2021-05-19
348,ULTA,319.24,321.0,314.21,318.62,777666.0,2021-05-20
349,ULTA,322.8,324.9,315.5,316.08,759870.0,2021-05-21
350,ULTA,318.44,319.75,312.35,315.82,828175.0,2021-05-24
351,ULTA,318.8,323.44,317.13,320.99,602710.0,2021-05-25
352,ULTA,322.0,328.5499,321.455,327.49,779945.0,2021-05-26
353,ULTA,329.0,329.58,320.32,328.36,1437307.0,2021-05-27
354,ULTA,343.2,351.72,340.61,345.36,2904704.0,2021-05-28
355,ULTA,346.7,348.355,337.0799,343.18,1083094.0,2021-06-01
356,ULTA,344.57,344.58,333.505,336.79,751858.0,2021-06-02
357,ULTA,334.83,335.97,328.28,332.95,862860.0,2021-06-03
358,ULTA,334.69,335.2567,323.11,326.62,925996.0,2021-06-04
359,ULTA,328.7,332.82,327.26,332.8,636627.0,2021-06-07
360,ULTA,332.56,342.33,332.56,341.33,715056.0,2021-06-08
361,ULTA,341.99,343.6993,332.55,332.68,524635.0,2021-06-09
362,ULTA,333.0,335.68,329.11,332.01,506958.0,2021-06-10
363,ULTA,333.13,338.54,332.91,338.46,497654.0,2021-06-11
364,ULTA,337.93,338.77,331.79,336.79,405065.0,2021-06-14
365,ULTA,335.73,337.42,330.36,332.65,392167.0,2021-06-15
366,ULTA,332.07,332.47,325.78,331.83,647921.0,2021-06-16
367,ULTA,333.05,334.97,324.34,328.34,848367.0,2021-06-17
368,ULTA,325.38,330.7651,325.22,327.19,932529.0,2021-06-18
369,ULTA,326.92,334.98,326.27,334.9,537108.0,2021-06-21
370,ULTA,335.55,338.21,333.11,335.67,431066.0,2021-06-22
371,ULTA,334.59,342.8,332.58,341.18,711112.0,2021-06-23
372,ULTA,343.39,351.94,343.377,351.85,793829.0,2021-06-24
373,ULTA,353.5753,356.31,346.28,348.86,863984.0,2021-06-25
374,ULTA,350.25,351.46,340.84,343.12,672334.0,2021-06-28
375,ULTA,343.18,347.415,342.12,343.77,375821.0,2021-06-29
376,ULTA,344.54,346.94,342.19,345.77,503273.0,2021-06-30
377,ULTA,346.99,352.645,346.96,348.98,626419.0,2021-07-01
378,ULTA,354.65,354.65,347.63,351.9,400112.0,2021-07-02
379,ULTA,351.9,352.67,347.12,351.97,547997.0,2021-07-06
380,ULTA,352.72,353.9154,340.01,340.8,659130.0,2021-07-07
381,ULTA,337.16,338.42,326.84,335.33,561783.0,2021-07-08
382,ULTA,338.95,344.33,338.95,343.65,414698.0,2021-07-09
383,ULTA,341.38,344.5,337.9,342.84,581474.0,2021-07-12
384,ULTA,342.07,342.99,338.24,339.31,416262.0,2021-07-13
385,ULTA,344.07,349.7,341.4,342.28,517259.0,2021-07-14
386,ULTA,340.28,344.83,337.62,340.97,416488.0,2021-07-15
387,ULTA,342.83,343.74,330.51,332.12,586423.0,2021-07-16
388,ULTA,326.0,327.49,319.05,323.67,774101.0,2021-07-19
389,ULTA,323.68,336.25,322.28,334.5,453342.0,2021-07-20
390,ULTA,336.22,346.8,334.19,341.65,596750.0,2021-07-21
391,ULTA,342.18,342.18,337.63,340.32,311425.0,2021-07-22
