,ticker,open,high,low,close,volume,timestamp
34,PLAY,46.35,47.31,46.3,46.6,341688.0,2020-02-21
35,PLAY,45.23,45.8,44.34,44.62,630080.0,2020-02-24
36,PLAY,44.77,45.0,41.97,42.24,641341.0,2020-02-25
37,PLAY,42.37,42.37,37.27,37.5,1245764.0,2020-02-26
38,PLAY,36.51,37.215,32.99,33.13,1636584.0,2020-02-27
39,PLAY,32.17,33.02,31.43,33.01,1415229.0,2020-02-28
40,PLAY,33.21,33.4299,30.94,31.69,1260610.0,2020-03-02
41,PLAY,31.8,32.0838,29.09,30.11,1525092.0,2020-03-03
42,PLAY,31.42,34.16,29.93,32.77,2362651.0,2020-03-04
43,PLAY,31.61,32.62,29.86,30.58,2106672.0,2020-03-05
44,PLAY,29.59,29.66,28.05,29.33,1585467.0,2020-03-06
45,PLAY,26.77,27.08,23.26,23.27,1207293.0,2020-03-09
46,PLAY,24.46,24.95,19.79,22.7,1888120.0,2020-03-10
47,PLAY,21.62,21.87,17.58,17.9,1709867.0,2020-03-11
48,PLAY,14.85,15.234,13.11,15.0,3230955.0,2020-03-12
49,PLAY,16.24,16.36,10.93,13.27,2960575.0,2020-03-13
50,PLAY,10.21,10.7,7.11,7.2,4737920.0,2020-03-16
51,PLAY,7.69,7.93,6.1098,6.53,6235934.0,2020-03-17
52,PLAY,6.19,7.0,4.605,4.87,5126563.0,2020-03-18
53,PLAY,5.37,9.8,5.0,8.6,9802730.0,2020-03-19
54,PLAY,9.4,9.9,7.5,7.76,6774475.0,2020-03-20
55,PLAY,8.21,10.0,7.0,9.96,5150348.0,2020-03-23
56,PLAY,11.66,17.3,11.55,15.65,15307966.0,2020-03-24
57,PLAY,17.0,18.75,13.82,14.405,10036228.0,2020-03-25
58,PLAY,14.83,17.8,14.0,17.31,7024757.0,2020-03-26
59,PLAY,16.0,16.45,14.54,14.8,4572524.0,2020-03-27
60,PLAY,14.05,14.4,12.1601,12.39,4470959.0,2020-03-30
61,PLAY,12.52,14.58,12.5,13.08,3426860.0,2020-03-31
62,PLAY,11.77,12.43,10.1,10.7,5023675.0,2020-04-01
63,PLAY,10.48,11.39,9.5,10.05,5833324.0,2020-04-02
64,PLAY,10.71,10.95,9.63,10.2,6320289.0,2020-04-03
65,PLAY,11.245,12.36,10.4068,11.49,6367155.0,2020-04-06
66,PLAY,13.3,14.19,11.55,11.99,7034934.0,2020-04-07
67,PLAY,12.32,13.59,11.78,12.81,4980961.0,2020-04-08
68,PLAY,13.97,15.7999,13.7601,14.68,7458235.0,2020-04-09
69,PLAY,14.61,14.675,13.02,13.79,4624927.0,2020-04-13
70,PLAY,14.46,14.73,12.0,12.225,18438803.0,2020-04-14
71,PLAY,11.0514,12.36,10.92,12.04,6998777.0,2020-04-15
72,PLAY,12.13,12.3199,11.0,11.26,4580558.0,2020-04-16
73,PLAY,12.375,12.39,11.33,11.895,4690974.0,2020-04-17
74,PLAY,11.41,12.1,11.11,11.56,3093495.0,2020-04-20
75,PLAY,11.35,11.79,11.04,11.57,2345587.0,2020-04-21
76,PLAY,11.92,12.15,11.55,12.0,3278751.0,2020-04-22
77,PLAY,12.14,12.28,11.52,11.61,3047131.0,2020-04-23
78,PLAY,11.75,12.22,11.3766,12.0,3930945.0,2020-04-24
79,PLAY,12.37,13.16,12.01,12.85,4817270.0,2020-04-27
80,PLAY,13.6,13.99,12.55,13.9,6075117.0,2020-04-28
81,PLAY,14.85,16.66,14.655,15.66,7811842.0,2020-04-29
82,PLAY,15.26,15.8299,14.45,14.64,3818817.0,2020-04-30
83,PLAY,13.88,14.21,13.0201,13.33,3496633.0,2020-05-01
84,PLAY,11.0,11.48,10.81,11.26,13813199.0,2020-05-04
85,PLAY,11.75,11.82,11.03,11.06,6289819.0,2020-05-05
86,PLAY,11.15,11.34,10.65,10.81,4061709.0,2020-05-06
87,PLAY,11.14,11.19,10.78,11.0,3837832.0,2020-05-07
88,PLAY,11.25,11.68,11.1348,11.5,5054366.0,2020-05-08
89,PLAY,11.31,11.36,10.715,10.855,4547071.0,2020-05-11
90,PLAY,10.9,11.05,10.11,10.11,5161617.0,2020-05-12
91,PLAY,10.1,10.17,8.71,9.26,5585238.0,2020-05-13
92,PLAY,8.8,9.93,8.43,9.86,4631745.0,2020-05-14
93,PLAY,9.65,10.44,9.55,9.75,3809575.0,2020-05-15
94,PLAY,10.57,11.78,10.2,11.57,7290689.0,2020-05-18
95,PLAY,11.46,11.8401,10.51,11.22,6702127.0,2020-05-19
96,PLAY,11.58,11.82,10.93,11.17,4354580.0,2020-05-20
97,PLAY,11.01,11.845,11.0001,11.53,4986929.0,2020-05-21
98,PLAY,11.65,12.19,11.41,12.035,4620498.0,2020-05-22
99,PLAY,13.47,13.47,12.1,12.22,7870128.0,2020-05-26
100,PLAY,12.91,14.74,12.43,14.59,9702086.0,2020-05-27
101,PLAY,15.2,15.3,13.36,13.63,9730447.0,2020-05-28
102,PLAY,13.04,13.59,12.69,13.19,5873649.0,2020-05-29
103,PLAY,13.1,14.095,12.94,13.82,5477877.0,2020-06-01
104,PLAY,14.08,14.4263,13.21,13.31,5710881.0,2020-06-02
105,PLAY,13.75,17.14,13.74,15.92,25137689.0,2020-06-03
106,PLAY,16.5,20.8,16.19,19.48,31373886.0,2020-06-04
107,PLAY,23.05,23.43,17.89,18.89,34246979.0,2020-06-05
108,PLAY,20.31,21.33,19.62,20.97,16500671.0,2020-06-08
109,PLAY,19.88,20.27,17.95,19.255,10879633.0,2020-06-09
110,PLAY,19.23,19.2352,16.7,17.31,13047061.0,2020-06-10
111,PLAY,15.14,16.52,14.36,14.63,13926258.0,2020-06-11
112,PLAY,17.13,17.25,15.0701,16.6,19341814.0,2020-06-12
113,PLAY,15.47,17.34,15.14,17.1,15080864.0,2020-06-15
114,PLAY,18.7,18.9,16.41,16.735,15470231.0,2020-06-16
115,PLAY,16.55,16.75,16.05,16.24,6581677.0,2020-06-17
116,PLAY,15.82,16.96,15.64,16.72,6599814.0,2020-06-18
117,PLAY,17.01,17.28,15.81,16.01,13441077.0,2020-06-19
118,PLAY,15.67,15.8845,14.4,14.67,9612559.0,2020-06-22
119,PLAY,14.905,16.2,14.6801,16.14,8391338.0,2020-06-23
120,PLAY,15.51,15.65,13.52,14.185,14672026.0,2020-06-24
121,PLAY,13.51,14.38,13.2,13.815,8691483.0,2020-06-25
122,PLAY,13.63,13.77,12.01,12.32,15177435.0,2020-06-26
123,PLAY,12.37,13.3699,11.4301,13.14,9184296.0,2020-06-29
124,PLAY,13.09,13.51,12.61,13.33,7863822.0,2020-06-30
125,PLAY,13.52,14.38,13.11,13.21,8810793.0,2020-07-01
126,PLAY,13.72,13.786,12.69,12.74,7037551.0,2020-07-02
127,PLAY,13.09,13.18,12.255,12.935,6840752.0,2020-07-06
128,PLAY,12.58,12.79,12.07,12.13,5647725.0,2020-07-07
129,PLAY,12.1,12.53,11.8,12.46,5172456.0,2020-07-08
130,PLAY,12.44,12.5,11.62,11.79,5663107.0,2020-07-09
131,PLAY,11.69,12.1197,11.23,12.09,5613183.0,2020-07-10
132,PLAY,12.33,12.7,11.61,11.8,6472944.0,2020-07-13
133,PLAY,11.67,12.09,11.36,11.6,6383218.0,2020-07-14
134,PLAY,12.65,14.07,12.26,13.72,18452719.0,2020-07-15
135,PLAY,12.99,13.57,12.66,12.97,7015080.0,2020-07-16
136,PLAY,12.87,13.36,12.7304,13.27,5369946.0,2020-07-17
137,PLAY,13.23,13.42,12.3,12.64,5491253.0,2020-07-20
138,PLAY,12.79,13.265,12.78,12.9,5098906.0,2020-07-21
139,PLAY,12.85,13.76,12.7219,12.98,5168607.0,2020-07-22
140,PLAY,12.95,13.37,12.58,13.02,4890563.0,2020-07-23
141,PLAY,12.89,13.48,12.7493,13.32,4239921.0,2020-07-24
142,PLAY,13.34,13.37,11.95,12.28,9842725.0,2020-07-27
143,PLAY,12.08,12.765,12.02,12.56,3883587.0,2020-07-28
144,PLAY,12.67,13.73,12.56,13.58,6694081.0,2020-07-29
145,PLAY,13.25,13.4142,12.885,13.18,3580215.0,2020-07-30
146,PLAY,13.2,13.2,12.26,12.34,4810181.0,2020-07-31
147,PLAY,12.41,12.4455,11.72,12.04,4681799.0,2020-08-03
148,PLAY,12.17,13.139,12.16,12.71,5323734.0,2020-08-04
149,PLAY,12.96,13.23,12.69,12.97,4164995.0,2020-08-05
150,PLAY,12.9,13.97,12.813,13.35,5575070.0,2020-08-06
151,PLAY,13.28,13.715,12.82,13.67,3892770.0,2020-08-07
152,PLAY,13.99,15.42,13.93,15.04,9306241.0,2020-08-10
153,PLAY,15.93,16.86,15.59,15.95,12690846.0,2020-08-11
154,PLAY,16.4,16.46,14.93,15.54,6746198.0,2020-08-12
155,PLAY,15.27,15.84,14.96,15.27,3562605.0,2020-08-13
156,PLAY,15.08,15.42,14.9,15.23,3019767.0,2020-08-14
157,PLAY,15.16,15.3317,14.22,14.37,4563188.0,2020-08-17
158,PLAY,14.28,14.36,13.75,14.21,3503300.0,2020-08-18
159,PLAY,14.1,14.52,13.82,13.87,2838367.0,2020-08-19
160,PLAY,13.62,13.95,13.4,13.77,2242654.0,2020-08-20
161,PLAY,13.69,14.11,13.43,13.51,3573155.0,2020-08-21
162,PLAY,13.79,14.52,13.3,14.5,4883080.0,2020-08-24
163,PLAY,14.72,14.94,14.05,14.6,3847443.0,2020-08-25
164,PLAY,14.58,14.705,14.0,14.1,3087252.0,2020-08-26
165,PLAY,14.3,15.61,14.28,15.07,7293665.0,2020-08-27
166,PLAY,15.24,17.59,15.02,17.54,14769970.0,2020-08-28
167,PLAY,17.05,17.16,16.2,16.63,7174224.0,2020-08-31
168,PLAY,16.4,18.34,16.26,18.12,7650311.0,2020-09-01
169,PLAY,18.3,19.42,17.72,18.87,7669774.0,2020-09-02
170,PLAY,18.89,20.12,18.3,18.465,8150389.0,2020-09-03
171,PLAY,18.756,19.244,17.9,18.85,6846594.0,2020-09-04
172,PLAY,18.77,20.17,18.69,18.77,7376784.0,2020-09-08
173,PLAY,18.83,18.98,17.94,18.44,4881190.0,2020-09-09
174,PLAY,18.2,19.23,17.945,18.02,5542329.0,2020-09-10
175,PLAY,17.55,18.13,15.5,16.53,11556494.0,2020-09-11
176,PLAY,16.42,18.4,16.1001,18.335,5554216.0,2020-09-14
177,PLAY,18.27,19.79,17.71,19.02,6058798.0,2020-09-15
178,PLAY,19.05,19.2,18.2317,19.115,4675582.0,2020-09-16
179,PLAY,16.42,17.37,13.01,14.12,45954035.0,2020-09-17
180,PLAY,15.68,16.59,15.6,16.47,24258528.0,2020-09-18
181,PLAY,15.85,16.29,14.82,16.28,9146836.0,2020-09-21
182,PLAY,16.2231,16.65,15.8701,16.62,4284081.0,2020-09-22
183,PLAY,16.66,17.82,16.1,16.11,5554545.0,2020-09-23
184,PLAY,15.76,16.54,15.21,15.795,4095175.0,2020-09-24
185,PLAY,15.85,16.03,15.31,15.995,4260629.0,2020-09-25
186,PLAY,16.21,16.63,15.52,16.37,4426271.0,2020-09-28
187,PLAY,16.1658,16.1723,15.01,15.17,5834556.0,2020-09-29
188,PLAY,15.41,16.04,15.14,15.16,4272938.0,2020-09-30
189,PLAY,15.24,15.56,15.06,15.55,3148192.0,2020-10-01
190,PLAY,14.76,15.82,14.55,15.71,3400607.0,2020-10-02
191,PLAY,15.83,16.2,15.32,15.39,3238158.0,2020-10-05
192,PLAY,15.64,16.6,15.26,15.46,5560902.0,2020-10-06
193,PLAY,15.95,16.37,15.26,15.64,4816549.0,2020-10-07
194,PLAY,15.94,16.14,15.44,16.04,3122673.0,2020-10-08
195,PLAY,16.18,16.38,15.81,16.1,2169844.0,2020-10-09
196,PLAY,16.07,16.1099,15.425,15.58,2480079.0,2020-10-12
197,PLAY,15.245,15.35,14.6,14.64,3563342.0,2020-10-13
198,PLAY,15.19,15.765,14.97,15.645,4404593.0,2020-10-14
199,PLAY,15.25,16.19,15.16,16.17,2799320.0,2020-10-15
200,PLAY,16.19,16.34,15.54,16.17,3157601.0,2020-10-16
201,PLAY,16.64,17.88,16.6,17.36,5376514.0,2020-10-19
202,PLAY,18.58,18.945,17.7,18.79,5511011.0,2020-10-20
203,PLAY,18.91,19.37,18.6,19.15,4107243.0,2020-10-21
204,PLAY,19.11,20.76,19.05,20.48,5407631.0,2020-10-22
205,PLAY,20.67,21.38,19.75,20.45,4007566.0,2020-10-23
206,PLAY,19.65,20.04,18.35,18.61,3537900.0,2020-10-26
207,PLAY,18.65,18.82,18.0,18.3,2514105.0,2020-10-27
208,PLAY,17.42,17.69,16.79,16.97,2918208.0,2020-10-28
209,PLAY,16.98,17.54,16.61,17.475,2167628.0,2020-10-29
210,PLAY,17.24,17.82,16.74,17.16,1611734.0,2020-10-30
211,PLAY,17.3784,17.4,16.33,16.71,2627488.0,2020-11-02
212,PLAY,16.88,17.6,16.88,17.15,2018958.0,2020-11-03
213,PLAY,17.18,18.05,16.6444,17.84,2411541.0,2020-11-04
214,PLAY,18.17,19.32,18.1387,18.7,2265943.0,2020-11-05
215,PLAY,18.38,18.86,18.1994,18.5,1782811.0,2020-11-06
216,PLAY,23.27,27.63,23.23,24.66,12077213.0,2020-11-09
217,PLAY,24.29,25.17,23.63,23.69,3757968.0,2020-11-10
218,PLAY,22.91,23.15,21.22,21.39,3432314.0,2020-11-11
219,PLAY,20.24,21.75,20.24,20.57,2498609.0,2020-11-12
220,PLAY,20.89,22.31,20.53,21.85,2885061.0,2020-11-13
221,PLAY,23.62,24.5,22.14,23.8,5074648.0,2020-11-16
222,PLAY,23.17,24.56,23.08,24.24,2454785.0,2020-11-17
223,PLAY,24.6171,26.12,24.42,24.43,3258583.0,2020-11-18
224,PLAY,24.35,24.8,23.61,24.47,1661761.0,2020-11-19
225,PLAY,24.22,24.41,22.97,23.78,2644347.0,2020-11-20
226,PLAY,24.25,25.25,23.48,25.12,2587951.0,2020-11-23
227,PLAY,26.18,27.1,25.56,27.04,2647527.0,2020-11-24
228,PLAY,26.14,26.83,25.7839,26.51,1542330.0,2020-11-25
229,PLAY,26.78,27.18,26.443,26.69,871500.0,2020-11-27
230,PLAY,26.63,26.63,25.04,25.32,1974240.0,2020-11-30
231,PLAY,25.02,26.21,24.65,25.54,2251474.0,2020-12-01
232,PLAY,24.89,25.9799,24.05,25.875,2058630.0,2020-12-02
233,PLAY,26.25,27.38,25.65,26.36,1989410.0,2020-12-03
234,PLAY,26.94,27.1696,26.425,26.67,1765851.0,2020-12-04
235,PLAY,26.5,26.51,24.75,24.94,2921015.0,2020-12-07
236,PLAY,24.78,25.98,24.63,25.37,2196857.0,2020-12-08
237,PLAY,25.55,26.16,25.03,25.63,3152339.0,2020-12-09
238,PLAY,25.0,25.77,24.92,25.73,3589792.0,2020-12-10
239,PLAY,25.502,26.19,24.34,25.02,4331232.0,2020-12-11
240,PLAY,25.63,25.94,23.96,24.07,3259322.0,2020-12-14
241,PLAY,24.36,26.87,24.3,26.805,3717953.0,2020-12-15
242,PLAY,26.2489,26.9,25.511,26.15,3181998.0,2020-12-16
243,PLAY,25.77,28.3135,25.5,28.19,3311212.0,2020-12-17
244,PLAY,27.7795,28.67,27.24,27.78,3058667.0,2020-12-18
245,PLAY,26.495,28.31,26.17,28.0,1914914.0,2020-12-21
246,PLAY,28.19,28.8,27.4,28.55,1916402.0,2020-12-22
247,PLAY,28.77,29.89,28.77,29.14,1861828.0,2020-12-23
248,PLAY,29.35,29.86,29.24,29.58,878112.0,2020-12-24
249,PLAY,30.12,30.2768,28.99,29.005,1811792.0,2020-12-28
250,PLAY,29.13,29.59,28.32,29.54,1217060.0,2020-12-29
251,PLAY,29.69,30.66,28.84,28.84,2512407.0,2020-12-30
252,PLAY,28.7,30.66,27.55,30.02,2615209.0,2020-12-31
253,PLAY,30.14,30.14,26.8,27.01,4256954.0,2021-01-04
254,PLAY,27.0,28.7071,26.99,28.21,2510273.0,2021-01-05
255,PLAY,28.35,31.79,28.26,30.09,3036261.0,2021-01-06
256,PLAY,30.56,31.99,30.0,31.84,2193804.0,2021-01-07
257,PLAY,32.0,32.38,30.5886,31.43,1740866.0,2021-01-08
258,PLAY,30.34,33.15,30.3,32.51,2063253.0,2021-01-11
259,PLAY,33.21,33.96,32.75,33.9,1387049.0,2021-01-12
260,PLAY,33.51,34.31,32.99,33.35,1320375.0,2021-01-13
261,PLAY,33.75,34.7,32.9,33.4,1837476.0,2021-01-14
262,PLAY,33.14,33.96,32.18,33.66,2267911.0,2021-01-15
263,PLAY,34.08,35.99,33.9,35.67,2475765.0,2021-01-19
264,PLAY,35.55,35.99,34.01,34.59,1988854.0,2021-01-20
265,PLAY,34.64,34.8108,33.29,33.69,1010039.0,2021-01-21
266,PLAY,33.24,34.17,32.7007,34.0,1179404.0,2021-01-22
267,PLAY,34.36,36.58,33.835,35.19,3591283.0,2021-01-25
268,PLAY,35.75,35.95,34.0,34.18,1170656.0,2021-01-26
269,PLAY,33.05,37.42,33.01,33.83,4808537.0,2021-01-27
270,PLAY,34.445,37.49,33.73,35.58,4363742.0,2021-01-28
271,PLAY,36.01,36.34,33.48,34.02,2020255.0,2021-01-29
272,PLAY,34.51,35.25,32.87,34.25,1750093.0,2021-02-01
273,PLAY,34.73,34.815,33.33,33.87,1520472.0,2021-02-02
274,PLAY,34.12,36.72,33.63,36.66,1392297.0,2021-02-03
275,PLAY,36.86,37.985,36.84,37.77,1213676.0,2021-02-04
276,PLAY,37.99,38.12,36.345,36.79,1398874.0,2021-02-05
277,PLAY,36.95,38.04,36.6,37.92,1275465.0,2021-02-08
278,PLAY,37.76,38.67,36.8636,37.61,876346.0,2021-02-09
279,PLAY,38.58,40.04,38.0816,38.85,1294946.0,2021-02-10
280,PLAY,38.96,39.294,37.1001,37.67,1266091.0,2021-02-11
281,PLAY,37.52,38.15,37.3,37.96,896429.0,2021-02-12
282,PLAY,37.9748,38.4962,36.71,37.4,796222.0,2021-02-16
283,PLAY,36.84,38.23,36.0,36.84,1211447.0,2021-02-17
284,PLAY,36.53,37.4999,36.0,37.01,1250845.0,2021-02-18
285,PLAY,37.68,39.65,37.57,38.89,1164975.0,2021-02-19
286,PLAY,38.48,41.4,38.46,40.61,1443202.0,2021-02-22
287,PLAY,40.19,41.0818,37.8182,39.54,1787697.0,2021-02-23
288,PLAY,40.0,42.08,39.7601,41.8,1491768.0,2021-02-24
289,PLAY,41.67,41.835,38.14,39.62,2203372.0,2021-02-25
290,PLAY,39.51,41.46,38.43,40.61,1293677.0,2021-02-26
291,PLAY,41.79,42.26,41.05,41.61,945376.0,2021-03-01
292,PLAY,41.69,42.37,40.58,40.72,929550.0,2021-03-02
293,PLAY,41.08,43.0,41.08,41.94,1088513.0,2021-03-03
294,PLAY,42.26,42.64,39.8401,41.78,1919540.0,2021-03-04
295,PLAY,42.02,42.45,37.79,42.38,2919384.0,2021-03-05
296,PLAY,42.48,44.98,42.3765,44.65,1813522.0,2021-03-08
297,PLAY,45.227,45.27,43.21,44.025,1566127.0,2021-03-09
298,PLAY,44.49,45.64,43.3908,45.45,1251482.0,2021-03-10
299,PLAY,45.93,47.43,45.04,45.62,1582355.0,2021-03-11
300,PLAY,46.44,46.9,45.495,46.52,1360706.0,2021-03-12
301,PLAY,47.2,48.28,46.0888,46.3,1011838.0,2021-03-15
302,PLAY,46.31,46.73,44.89,45.09,1005010.0,2021-03-16
303,PLAY,44.5,46.97,44.07,46.55,939877.0,2021-03-17
304,PLAY,46.45,47.68,45.35,45.62,923572.0,2021-03-18
305,PLAY,45.62,46.9758,44.355,46.26,1243206.0,2021-03-19
306,PLAY,47.11,47.77,44.93,45.54,1186894.0,2021-03-22
307,PLAY,45.2,45.26,42.2,42.73,1312108.0,2021-03-23
308,PLAY,43.72,46.42,42.69,42.83,2223834.0,2021-03-24
309,PLAY,41.99,48.0,41.351,47.97,2184007.0,2021-03-25
310,PLAY,48.7,51.73,47.6029,49.1,2507849.0,2021-03-26
311,PLAY,49.16,49.47,45.88,46.82,1561471.0,2021-03-29
312,PLAY,47.16,48.11,46.4201,47.66,1482811.0,2021-03-30
313,PLAY,47.8,48.79,47.57,47.9,1692816.0,2021-03-31
314,PLAY,47.11,47.31,44.04,45.31,3742993.0,2021-04-01
315,PLAY,46.0,46.3,43.22,44.32,2392639.0,2021-04-05
316,PLAY,44.3,45.9,44.01,44.78,1758875.0,2021-04-06
317,PLAY,44.62,45.62,44.27,44.53,1158641.0,2021-04-07
318,PLAY,44.53,44.99,43.5,44.68,1160726.0,2021-04-08
319,PLAY,44.27,44.66,43.62,44.07,852089.0,2021-04-09
320,PLAY,43.88,44.32,43.0698,43.52,887349.0,2021-04-12
321,PLAY,43.31,43.9,42.0318,43.51,1273418.0,2021-04-13
322,PLAY,43.43,45.55,43.43,45.15,1097927.0,2021-04-14
323,PLAY,45.23,45.37,43.86,44.24,857565.0,2021-04-15
324,PLAY,44.46,44.66,43.3,43.78,738224.0,2021-04-16
325,PLAY,43.47,44.03,42.48,42.86,884234.0,2021-04-19
326,PLAY,43.38,44.98,41.02,43.68,2397678.0,2021-04-20
327,PLAY,43.52,46.08,42.6273,46.04,1431575.0,2021-04-21
328,PLAY,46.23,47.21,45.7,46.39,1072044.0,2021-04-22
329,PLAY,46.38,46.82,45.82,46.75,883197.0,2021-04-23
330,PLAY,47.03,47.82,46.29,46.54,765239.0,2021-04-26
331,PLAY,47.0,47.98,46.5,46.99,1116958.0,2021-04-27
332,PLAY,46.66,47.75,46.38,46.5,770638.0,2021-04-28
333,PLAY,47.31,49.44,45.8,46.11,2313126.0,2021-04-29
334,PLAY,45.71,47.165,45.31,45.66,851928.0,2021-04-30
335,PLAY,46.03,46.53,44.78,45.89,891127.0,2021-05-03
336,PLAY,45.32,46.43,44.58,45.9,1181902.0,2021-05-04
337,PLAY,46.38,46.38,44.95,45.32,792401.0,2021-05-05
338,PLAY,45.43,45.61,43.0,44.22,1022392.0,2021-05-06
339,PLAY,44.31,45.56,43.72,44.85,874929.0,2021-05-07
340,PLAY,44.63,45.05,42.52,42.56,1426216.0,2021-05-10
341,PLAY,41.47,43.14,40.81,43.0,1073357.0,2021-05-11
342,PLAY,42.09,43.055,40.32,40.62,1017890.0,2021-05-12
343,PLAY,40.63,42.69,39.64,42.31,1211921.0,2021-05-13
344,PLAY,42.4,44.74,41.97,44.01,1096724.0,2021-05-14
345,PLAY,43.7,44.64,42.84,44.57,894310.0,2021-05-17
346,PLAY,44.5,44.52,43.02,43.03,984372.0,2021-05-18
347,PLAY,41.99,42.84,40.76,42.56,967645.0,2021-05-19
348,PLAY,42.31,42.34,40.885,41.57,1143713.0,2021-05-20
349,PLAY,41.76,42.71,40.03,41.16,1656045.0,2021-05-21
350,PLAY,41.31,41.96,40.26,41.49,3834379.0,2021-05-24
351,PLAY,41.81,42.55,40.9701,40.99,1497599.0,2021-05-25
352,PLAY,41.09,42.52,41.09,42.24,888090.0,2021-05-26
353,PLAY,42.85,42.85,41.75,42.1,1100996.0,2021-05-27
354,PLAY,42.08,42.54,41.21,42.28,772275.0,2021-05-28
355,PLAY,42.59,43.07,41.73,42.73,1397159.0,2021-06-01
356,PLAY,42.88,44.13,42.41,43.16,1075038.0,2021-06-02
357,PLAY,42.76,42.77,40.77,40.92,1793751.0,2021-06-03
358,PLAY,41.16,41.69,39.94,41.32,935408.0,2021-06-04
359,PLAY,41.61,42.49,41.42,42.21,1609564.0,2021-06-07
360,PLAY,42.71,46.785,42.61,46.34,2520247.0,2021-06-08
361,PLAY,46.0,47.31,45.55,45.81,1579682.0,2021-06-09
362,PLAY,45.73,46.04,43.05,44.08,2506920.0,2021-06-10
363,PLAY,46.82,47.95,41.9562,42.87,6237491.0,2021-06-11
364,PLAY,43.01,43.75,42.0,42.28,1641812.0,2021-06-14
365,PLAY,42.51,42.51,40.49,41.24,1584246.0,2021-06-15
366,PLAY,40.9,41.98,40.16,41.89,1169318.0,2021-06-16
367,PLAY,41.89,42.39,39.78,40.05,1295005.0,2021-06-17
368,PLAY,39.3661,40.32,39.06,39.67,1305588.0,2021-06-18
369,PLAY,39.77,40.87,39.39,40.78,1018745.0,2021-06-21
370,PLAY,40.59,41.66,39.83,41.35,777319.0,2021-06-22
371,PLAY,41.35,41.51,40.54,40.73,1099092.0,2021-06-23
372,PLAY,40.9,42.4695,40.88,41.99,1171320.0,2021-06-24
373,PLAY,42.07,42.2395,40.53,40.69,1731091.0,2021-06-25
374,PLAY,40.92,41.37,39.02,40.39,1929848.0,2021-06-28
375,PLAY,40.32,40.63,39.3,39.82,1049298.0,2021-06-29
376,PLAY,39.94,40.69,39.421,40.6,805523.0,2021-06-30
377,PLAY,40.8,41.455,40.35,40.77,988086.0,2021-07-01
378,PLAY,41.0,41.0,39.905,39.93,541654.0,2021-07-02
379,PLAY,39.9,39.9,37.85,38.89,1411478.0,2021-07-06
380,PLAY,38.57,38.69,36.74,37.13,1738037.0,2021-07-07
381,PLAY,35.99,36.91,35.27,36.34,1304089.0,2021-07-08
382,PLAY,36.61,38.69,36.36,38.51,1064658.0,2021-07-09
383,PLAY,38.17,39.53,38.02,39.21,794572.0,2021-07-12
384,PLAY,38.97,39.11,38.09,38.37,696564.0,2021-07-13
385,PLAY,38.58,39.31,37.02,37.09,559306.0,2021-07-14
386,PLAY,36.81,37.19,34.94,36.19,1041865.0,2021-07-15
